3227.679869000	10.0.0.12	10.0.0.1	22
3230.218498000	10.0.0.12	10.0.0.1	80
3233.362257000	10.0.0.12	10.0.0.1	22
3343.747755000	10.0.0.12	10.0.0.1	80
3362.720779000	10.0.0.12	10.0.0.1	80
3442.406308000	10.0.0.12	10.0.0.1	80
3460.870432000	10.0.0.12	10.0.0.1	22
3725.792685000	10.0.0.12	10.0.0.1	80
3749.163328000	10.0.0.12	10.0.0.1	80
3837.038455000	10.0.0.1	10.0.0.5	5432
4152.584608000	10.0.0.1	10.0.0.5	5432
4185.168314000	10.0.0.12	10.0.0.1	80
4229.848266000	10.0.0.1	10.0.0.5	5432
4298.795710000	10.0.0.12	10.0.0.1	22
4393.219592000	10.0.0.1	10.0.0.5	5432
4487.923315000	10.0.0.1	10.0.0.5	5432
4504.527457000	10.0.0.12	10.0.0.1	22
4507.675984000	10.0.0.1	10.0.0.5	5432
4578.066711000	10.0.0.12	10.0.0.1	80
4846.205919000	10.0.0.1	10.0.0.5	5432
4859.665763000	10.0.0.12	10.0.0.1	80
4939.612435000	10.0.0.1	10.0.0.5	5432
5098.940345000	10.0.0.12	10.0.0.1	80
5121.377302000	10.0.0.12	10.0.0.1	80
5174.368345000	10.0.0.1	10.0.0.5	5432
5230.759328000	10.0.0.1	10.0.0.5	5432
5322.875164000	10.0.0.12	10.0.0.1	80
5389.699080000	10.0.0.12	10.0.0.1	22
5413.551690000	10.0.0.1	10.0.0.5	5432
5500.534733000	10.0.0.12	10.0.0.1	80
5549.092328000	10.0.0.12	10.0.0.1	80
5719.172706000	10.0.0.12	10.0.0.1	80
5720.152143000	10.0.0.12	10.0.0.1	22
5895.615254000	10.0.0.12	10.0.0.1	22
5924.945954000	10.0.0.1	10.0.0.5	5432
5926.592084000	10.0.0.12	10.0.0.1	22
6025.283464000	10.0.0.1	10.0.0.5	5432
6027.166816000	10.0.0.1	10.0.0.5	5432
6126.271196000	10.0.0.12	10.0.0.1	22
6167.110559000	10.0.0.12	10.0.0.1	22
6207.330904000	10.0.0.1	10.0.0.5	5432
6227.758069000	10.0.0.12	10.0.0.1	80
6312.767910000	10.0.0.12	10.0.0.1	80
6388.980382000	10.0.0.1	10.0.0.5	5432
6437.157600000	10.0.0.12	10.0.0.1	80
6462.150378000	10.0.0.1	10.0.0.5	5432
6468.959809000	10.0.0.1	10.0.0.5	5432
6490.629578000	10.0.0.12	10.0.0.1	22
6621.628775000	10.0.0.12	10.0.0.1	80
6666.738687000	10.0.0.12	10.0.0.1	80
6751.041933000	10.0.0.12	10.0.0.1	80
7059.017248000	10.0.0.12	10.0.0.1	80
7121.071159000	10.0.0.1	10.0.0.5	5432
7121.448379000	10.0.0.1	10.0.0.5	5432
7188.797489000	10.0.0.12	10.0.0.1	22
7210.066141000	10.0.0.1	10.0.0.5	5432
7236.939253000	10.0.0.12	10.0.0.1	22
7504.302730000	10.0.0.12	10.0.0.1	80
7580.502927000	10.0.0.12	10.0.0.1	80
7666.302922000	10.0.0.1	10.0.0.5	5432
7669.114125000	10.0.0.12	10.0.0.1	22
7692.152615000	10.0.0.12	10.0.0.1	80
7751.819071000	10.0.0.12	10.0.0.1	80
7857.381435000	10.0.0.1	10.0.0.5	5432
7864.800533000	10.0.0.12	10.0.0.1	80
8006.538699000	10.0.0.12	10.0.0.1	80
8023.053142000	10.0.0.12	10.0.0.1	80
8136.062445000	10.0.0.12	10.0.0.1	80
8185.955544000	10.0.0.12	10.0.0.1	80
8333.684151000	10.0.0.12	10.0.0.1	80
8435.795325000	10.0.0.12	10.0.0.1	80
8454.668274000	10.0.0.12	10.0.0.1	80
8464.995403000	10.0.0.12	10.0.0.1	22
8494.043542000	10.0.0.1	10.0.0.5	5432
8545.614305000	10.0.0.1	10.0.0.5	5432
8551.109495000	10.0.0.12	10.0.0.1	80
8564.337353000	10.0.0.12	10.0.0.1	80
8647.741408000	10.0.0.1	10.0.0.5	5432
8675.485959000	10.0.0.12	10.0.0.1	22
8680.922673000	10.0.0.12	10.0.0.1	80
8817.711326000	10.0.0.1	10.0.0.5	5432
8828.483835000	10.0.0.12	10.0.0.1	22
8904.612251000	10.0.0.1	10.0.0.5	5432
8958.430299000	10.0.0.1	10.0.0.5	5432
9338.091137000	10.0.0.1	10.0.0.5	5432
9354.743634000	10.0.0.12	10.0.0.1	22
9390.585400000	10.0.0.12	10.0.0.1	80
9411.061637000	10.0.0.1	10.0.0.5	5432
9471.152140000	10.0.0.12	10.0.0.1	80
9471.463480000	10.0.0.12	10.0.0.1	22
9480.825498000	10.0.0.1	10.0.0.5	5432
9484.331217000	10.0.0.1	10.0.0.5	5432
9541.707247000	10.0.0.1	10.0.0.5	5432
9548.882196000	10.0.0.1	10.0.0.5	5432
9579.310612000	10.0.0.12	10.0.0.1	22
9647.864213000	10.0.0.12	10.0.0.1	80
9693.319118000	10.0.0.12	10.0.0.1	80
9781.965512000	10.0.0.12	10.0.0.1	80
9781.968560000	10.0.0.12	10.0.0.1	80
9793.034085000	10.0.0.12	10.0.0.1	80
9852.634644000	10.0.0.1	10.0.0.5	5432
9868.882926000	10.0.0.12	10.0.0.1	80
9877.770750000	10.0.0.12	10.0.0.1	80
9925.328844000	10.0.0.1	10.0.0.5	5432
9952.054530000	10.0.0.1	10.0.0.5	5432
9978.791789000	10.0.0.12	10.0.0.1	80
9987.951681000	10.0.0.1	10.0.0.5	5432
10012.472235000	10.0.0.12	10.0.0.1	22
10061.542984000	10.0.0.12	10.0.0.1	22
10073.509521000	10.0.0.12	10.0.0.1	80
10096.339956000	10.0.0.12	10.0.0.1	80
10109.694759000	10.0.0.1	10.0.0.5	5432
10236.377945000	10.0.0.12	10.0.0.1	80
10246.327619000	10.0.0.1	10.0.0.5	5432
10303.087508000	10.0.0.12	10.0.0.1	80
10422.100272000	10.0.0.12	10.0.0.1	22
10516.139057000	10.0.0.12	10.0.0.1	80
10614.576314000	10.0.0.12	10.0.0.1	80
10650.112252000	10.0.0.12	10.0.0.1	22
10670.453018000	10.0.0.1	10.0.0.5	5432
10704.887682000	10.0.0.12	10.0.0.1	80
10763.420368000	10.0.0.1	10.0.0.5	5432
10833.968573000	10.0.0.1	10.0.0.5	5432
10895.812534000	10.0.0.1	10.0.0.5	5432
10926.280059000	10.0.0.12	10.0.0.1	22
10939.664241000	10.0.0.1	10.0.0.5	5432
10995.903286000	10.0.0.1	10.0.0.5	5432
11039.035389000	10.0.0.1	10.0.0.5	5432
11091.915215000	10.0.0.12	10.0.0.1	22
11113.083816000	10.0.0.12	10.0.0.1	80
11172.837157000	10.0.0.12	10.0.0.1	22
11278.299008000	10.0.0.12	10.0.0.1	22
11325.012037000	10.0.0.12	10.0.0.1	22
11331.762219000	10.0.0.1	10.0.0.5	5432
11343.698952000	10.0.0.12	10.0.0.1	22
11430.437922000	10.0.0.1	10.0.0.5	5432
11534.236691000	10.0.0.1	10.0.0.5	5432
11561.815203000	10.0.0.12	10.0.0.1	80
11646.555907000	10.0.0.12	10.0.0.1	80
11648.486363000	10.0.0.12	10.0.0.1	80
11738.194147000	10.0.0.12	10.0.0.1	80
11783.763316000	10.0.0.12	10.0.0.1	22
11925.285162000	10.0.0.12	10.0.0.1	80
12050.012470000	10.0.0.12	10.0.0.1	22
12055.143691000	10.0.0.12	10.0.0.1	80
12095.768499000	10.0.0.12	10.0.0.1	80
12129.241236000	10.0.0.12	10.0.0.1	80
12302.502018000	10.0.0.12	10.0.0.1	22
12332.233720000	10.0.0.12	10.0.0.1	80
12401.509149000	10.0.0.12	10.0.0.1	22
12554.187099000	10.0.0.1	10.0.0.5	5432
12594.849440000	10.0.0.12	10.0.0.1	22
12596.085718000	10.0.0.1	10.0.0.5	5432
12680.180398000	10.0.0.12	10.0.0.1	22
12682.665208000	10.0.0.1	10.0.0.5	5432
12724.190118000	10.0.0.1	10.0.0.5	5432
12730.322081000	10.0.0.1	10.0.0.5	5432
13054.385038000	10.0.0.1	10.0.0.5	5432
13061.133104000	10.0.0.1	10.0.0.5	5432
13231.313400000	10.0.0.1	10.0.0.5	5432
13291.430092000	10.0.0.1	10.0.0.5	5432
13385.315906000	10.0.0.12	10.0.0.1	80
13385.319072000	10.0.0.12	10.0.0.1	80
13389.681101000	10.0.0.12	10.0.0.1	22
13494.583112000	10.0.0.1	10.0.0.5	5432
13503.270288000	10.0.0.12	10.0.0.1	80
13504.050648000	10.0.0.1	10.0.0.5	5432
13618.409052000	10.0.0.12	10.0.0.1	80
13626.716841000	10.0.0.1	10.0.0.5	5432
13627.635227000	10.0.0.1	10.0.0.5	5432
13844.328792000	10.0.0.1	10.0.0.5	5432
13863.274210000	10.0.0.12	10.0.0.1	80
13995.263483000	10.0.0.1	10.0.0.5	5432
14057.827752000	10.0.0.1	10.0.0.5	5432
14137.180507000	10.0.0.12	10.0.0.1	80
14207.070315000	10.0.0.12	10.0.0.1	80
14332.110192000	10.0.0.12	10.0.0.1	22
14409.303452000	10.0.0.12	10.0.0.1	80
14411.040687000	10.0.0.12	10.0.0.1	80
14415.404975000	10.0.0.12	10.0.0.1	22
14464.156503000	10.0.0.1	10.0.0.5	5432
14509.004327000	10.0.0.12	10.0.0.1	80
14539.404106000	10.0.0.1	10.0.0.5	5432
14541.871822000	10.0.0.12	10.0.0.1	80
14660.811451000	10.0.0.1	10.0.0.5	5432
14835.477660000	10.0.0.12	10.0.0.1	80
14850.204234000	10.0.0.12	10.0.0.1	80
14918.182543000	10.0.0.1	10.0.0.5	5432
14932.674879000	10.0.0.12	10.0.0.1	80
15068.660898000	10.0.0.12	10.0.0.1	80
15114.568485000	10.0.0.12	10.0.0.1	80
15272.507948000	10.0.0.12	10.0.0.1	80
15296.530128000	10.0.0.12	10.0.0.1	22
15348.894558000	10.0.0.12	10.0.0.1	80
15363.703237000	10.0.0.12	10.0.0.1	80
15412.381095000	10.0.0.1	10.0.0.5	5432
15424.812225000	10.0.0.12	10.0.0.1	22
15454.974377000	10.0.0.1	10.0.0.5	5432
15636.995704000	10.0.0.1	10.0.0.5	5432
15660.598724000	10.0.0.12	10.0.0.1	80
15733.471408000	10.0.0.12	10.0.0.1	80
15761.261786000	10.0.0.12	10.0.0.1	22
15924.848023000	10.0.0.12	10.0.0.1	22
15925.186724000	10.0.0.12	10.0.0.1	80
15969.977756000	10.0.0.12	10.0.0.1	80
16118.874652000	10.0.0.12	10.0.0.1	80
16148.222365000	10.0.0.1	10.0.0.5	5432
16157.400047000	10.0.0.1	10.0.0.5	5432
16282.277257000	10.0.0.1	10.0.0.5	5432
16317.864657000	10.0.0.12	10.0.0.1	80
16368.599458000	10.0.0.12	10.0.0.1	22
16369.808644000	10.0.0.12	10.0.0.1	80
16387.467829000	10.0.0.12	10.0.0.1	80
16420.347687000	10.0.0.12	10.0.0.1	80
16436.303946000	10.0.0.1	10.0.0.5	5432
16462.208267000	10.0.0.12	10.0.0.1	22
16566.567683000	10.0.0.12	10.0.0.1	22
16647.662931000	10.0.0.12	10.0.0.1	80
16776.790715000	10.0.0.1	10.0.0.5	5432
16843.545139000	10.0.0.1	10.0.0.5	5432
17104.912513000	10.0.0.12	10.0.0.1	80
17126.043841000	10.0.0.12	10.0.0.1	22
17285.165427000	10.0.0.12	10.0.0.1	80
17295.999519000	10.0.0.12	10.0.0.1	80
17315.212678000	10.0.0.1	10.0.0.5	5432
17322.327942000	10.0.0.12	10.0.0.1	22
17361.526667000	10.0.0.1	10.0.0.5	5432
17367.231490000	10.0.0.12	10.0.0.1	80
17409.115324000	10.0.0.1	10.0.0.5	5432
17433.211594000	10.0.0.12	10.0.0.1	80
17436.037002000	10.0.0.12	10.0.0.1	80
17471.741765000	10.0.0.12	10.0.0.1	22
17486.123795000	10.0.0.12	10.0.0.1	80
17486.876636000	10.0.0.1	10.0.0.5	5432
17495.210520000	10.0.0.12	10.0.0.1	80
17615.255428000	10.0.0.12	10.0.0.1	22
17652.284388000	10.0.0.12	10.0.0.1	80
17700.127858000	10.0.0.1	10.0.0.5	5432
17831.812029000	10.0.0.1	10.0.0.5	5432
17890.687361000	10.0.0.12	10.0.0.1	80
17953.249345000	10.0.0.1	10.0.0.5	5432
18004.742375000	10.0.0.1	10.0.0.5	5432
18048.355930000	10.0.0.1	10.0.0.5	5432
18168.994045000	10.0.0.1	10.0.0.5	5432
18360.389758000	10.0.0.12	10.0.0.1	80
18422.073950000	10.0.0.12	10.0.0.1	80
18436.454169000	10.0.0.12	10.0.0.1	80
18691.873098000	10.0.0.12	10.0.0.1	22
18943.253066000	10.0.0.12	10.0.0.1	80
19018.849614000	10.0.0.12	10.0.0.1	80
19080.774195000	10.0.0.1	10.0.0.5	5432
19124.157968000	10.0.0.12	10.0.0.1	80
19192.854592000	10.0.0.1	10.0.0.5	5432
19200.126559000	10.0.0.12	10.0.0.1	22
19234.155648000	10.0.0.12	10.0.0.1	22
19255.354354000	10.0.0.1	10.0.0.5	5432
19348.750177000	10.0.0.12	10.0.0.1	80
19629.696852000	10.0.0.12	10.0.0.1	80
19629.807484000	10.0.0.1	10.0.0.5	5432
19653.209139000	10.0.0.1	10.0.0.5	5432
19656.986448000	10.0.0.12	10.0.0.1	80
19723.096784000	10.0.0.12	10.0.0.1	80
19773.855428000	10.0.0.12	10.0.0.1	80
19784.445741000	10.0.0.1	10.0.0.5	5432
19800.283891000	10.0.0.1	10.0.0.5	5432
19830.869689000	10.0.0.1	10.0.0.5	5432
19941.688678000	10.0.0.1	10.0.0.5	5432
20009.555090000	10.0.0.12	10.0.0.1	22
20025.794035000	10.0.0.1	10.0.0.5	5432
20073.308756000	10.0.0.12	10.0.0.1	80
20091.796758000	10.0.0.12	10.0.0.1	80
20106.947229000	10.0.0.12	10.0.0.1	80
20144.361617000	10.0.0.1	10.0.0.5	5432
20182.198503000	10.0.0.12	10.0.0.1	22
20221.408005000	10.0.0.12	10.0.0.1	22
20437.041991000	10.0.0.12	10.0.0.1	80
20616.026492000	10.0.0.12	10.0.0.1	80
20623.393788000	10.0.0.1	10.0.0.5	5432
20731.183333000	10.0.0.1	10.0.0.5	5432
20759.308015000	10.0.0.12	10.0.0.1	22
20818.121878000	10.0.0.12	10.0.0.1	22
20897.966080000	10.0.0.1	10.0.0.5	5432
21009.434385000	10.0.0.1	10.0.0.5	5432
21058.474466000	10.0.0.1	10.0.0.5	5432
21070.977447000	10.0.0.12	10.0.0.1	80
21097.319091000	10.0.0.1	10.0.0.5	5432
21170.303214000	10.0.0.1	10.0.0.5	5432
21194.307569000	10.0.0.12	10.0.0.1	22
21194.847880000	10.0.0.1	10.0.0.5	5432
21254.146800000	10.0.0.1	10.0.0.5	5432
21281.398933000	10.0.0.12	10.0.0.1	80
21290.521208000	10.0.0.1	10.0.0.5	5432
21420.032675000	10.0.0.12	10.0.0.1	80
21433.567454000	10.0.0.12	10.0.0.1	80
21560.979418000	10.0.0.1	10.0.0.5	5432
21573.730720000	10.0.0.1	10.0.0.5	5432
21682.365529000	10.0.0.12	10.0.0.1	80
21706.637401000	10.0.0.12	10.0.0.1	80
21745.216423000	10.0.0.12	10.0.0.1	22
21778.502863000	10.0.0.1	10.0.0.5	5432
21796.156457000	10.0.0.12	10.0.0.1	80
21805.596180000	10.0.0.1	10.0.0.5	5432
21836.595756000	10.0.0.1	10.0.0.5	5432
21996.409334000	10.0.0.12	10.0.0.1	22
22120.953732000	10.0.0.1	10.0.0.5	5432
22165.904949000	10.0.0.12	10.0.0.1	80
22309.265736000	10.0.0.1	10.0.0.5	5432
22352.603299000	10.0.0.12	10.0.0.1	80
22375.368575000	10.0.0.1	10.0.0.5	5432
22402.525569000	10.0.0.12	10.0.0.1	80
22542.804917000	10.0.0.1	10.0.0.5	5432
22556.940795000	10.0.0.12	10.0.0.1	80
22740.683108000	10.0.0.12	10.0.0.1	22
22879.513430000	10.0.0.1	10.0.0.5	5432
22883.034046000	10.0.0.1	10.0.0.5	5432
22897.561684000	10.0.0.1	10.0.0.5	5432
23012.101877000	10.0.0.1	10.0.0.5	5432
23024.601041000	10.0.0.1	10.0.0.5	5432
23099.532588000	10.0.0.1	10.0.0.5	5432
23229.876644000	10.0.0.1	10.0.0.5	5432
23271.589699000	10.0.0.12	10.0.0.1	22
23375.019385000	10.0.0.12	10.0.0.1	80
23393.998481000	10.0.0.1	10.0.0.5	5432
23423.568592000	10.0.0.12	10.0.0.1	80
23439.533152000	10.0.0.1	10.0.0.5	5432
23446.737326000	10.0.0.1	10.0.0.5	5432
23699.966765000	10.0.0.1	10.0.0.5	5432
23826.414396000	10.0.0.12	10.0.0.1	22
23833.440824000	10.0.0.1	10.0.0.5	5432
23857.832679000	10.0.0.12	10.0.0.1	80
23858.720340000	10.0.0.12	10.0.0.1	22
23918.740098000	10.0.0.1	10.0.0.5	5432
24093.738277000	10.0.0.1	10.0.0.5	5432
24375.957347000	10.0.0.12	10.0.0.1	22
24415.697478000	10.0.0.1	10.0.0.5	5432
24423.438101000	10.0.0.12	10.0.0.1	22
24506.200433000	10.0.0.1	10.0.0.5	5432
24687.566573000	10.0.0.12	10.0.0.1	22
24733.410703000	10.0.0.1	10.0.0.5	5432
24891.119074000	10.0.0.1	10.0.0.5	5432
24960.825572000	10.0.0.12	10.0.0.1	22
24962.830655000	10.0.0.12	10.0.0.1	80
24979.428313000	10.0.0.1	10.0.0.5	5432
25013.188147000	10.0.0.12	10.0.0.1	80
25033.123345000	10.0.0.1	10.0.0.5	5432
25093.705343000	10.0.0.1	10.0.0.5	5432
25110.259127000	10.0.0.12	10.0.0.1	80
25201.297717000	10.0.0.1	10.0.0.5	5432
25229.239311000	10.0.0.12	10.0.0.1	80
25252.636250000	10.0.0.12	10.0.0.1	80
25458.891238000	10.0.0.12	10.0.0.1	22
25615.617473000	10.0.0.1	10.0.0.5	5432
25624.547768000	10.0.0.1	10.0.0.5	5432
25632.687716000	10.0.0.12	10.0.0.1	22
25680.180841000	10.0.0.12	10.0.0.1	80
25726.115946000	10.0.0.12	10.0.0.1	80
25749.115113000	10.0.0.1	10.0.0.5	5432
25793.143080000	10.0.0.12	10.0.0.1	80
25835.761030000	10.0.0.12	10.0.0.1	80
25881.454816000	10.0.0.1	10.0.0.5	5432
25983.407000000	10.0.0.12	10.0.0.1	80
26040.487979000	10.0.0.12	10.0.0.1	80
26077.218003000	10.0.0.12	10.0.0.1	80
26150.503307000	10.0.0.12	10.0.0.1	22
26155.746741000	10.0.0.1	10.0.0.5	5432
26199.234630000	10.0.0.1	10.0.0.5	5432
26208.412864000	10.0.0.12	10.0.0.1	80
26224.319224000	10.0.0.1	10.0.0.5	5432
26318.768551000	10.0.0.1	10.0.0.5	5432
26325.172213000	10.0.0.12	10.0.0.1	80
26345.688136000	10.0.0.1	10.0.0.5	5432
26402.117471000	10.0.0.1	10.0.0.5	5432
26451.268869000	10.0.0.12	10.0.0.1	80
26515.867219000	10.0.0.12	10.0.0.1	80
26549.931253000	10.0.0.1	10.0.0.5	5432
26591.954159000	10.0.0.12	10.0.0.1	80
26625.170361000	10.0.0.1	10.0.0.5	5432
26738.368045000	10.0.0.12	10.0.0.1	80
26770.682687000	10.0.0.1	10.0.0.5	5432
26825.174961000	10.0.0.12	10.0.0.1	80
26825.572835000	10.0.0.12	10.0.0.1	22
26880.665379000	10.0.0.1	10.0.0.5	5432
27056.964221000	10.0.0.12	10.0.0.1	22
27097.086315000	10.0.0.1	10.0.0.5	5432
27181.779616000	10.0.0.12	10.0.0.1	80
27204.796876000	10.0.0.1	10.0.0.5	5432
27314.365333000	10.0.0.1	10.0.0.5	5432
27343.512890000	10.0.0.1	10.0.0.5	5432
27378.800584000	10.0.0.12	10.0.0.1	80
27442.020942000	10.0.0.1	10.0.0.5	5432
27488.125642000	10.0.0.12	10.0.0.1	22
27533.928505000	10.0.0.12	10.0.0.1	80
27546.381675000	10.0.0.12	10.0.0.1	22
27554.727211000	10.0.0.1	10.0.0.5	5432
27677.897161000	10.0.0.1	10.0.0.5	5432
27703.091188000	10.0.0.12	10.0.0.1	22
27809.602097000	10.0.0.12	10.0.0.1	80
27865.554426000	10.0.0.12	10.0.0.1	80
27992.368683000	10.0.0.12	10.0.0.1	22
28031.042874000	10.0.0.1	10.0.0.5	5432
28109.946380000	10.0.0.1	10.0.0.5	5432
28133.543771000	10.0.0.12	10.0.0.1	80
28191.677253000	10.0.0.1	10.0.0.5	5432
28212.196696000	10.0.0.1	10.0.0.5	5432
28272.908233000	10.0.0.12	10.0.0.1	22
28304.733084000	10.0.0.1	10.0.0.5	5432
28328.226611000	10.0.0.12	10.0.0.1	80
28398.148849000	10.0.0.12	10.0.0.1	80
28419.989711000	10.0.0.12	10.0.0.1	80
28674.336022000	10.0.0.12	10.0.0.1	80
28719.197396000	10.0.0.12	10.0.0.1	22
28728.429277000	10.0.0.12	10.0.0.1	80
28860.963447000	10.0.0.1	10.0.0.5	5432
28869.131672000	10.0.0.12	10.0.0.1	80
28973.516569000	10.0.0.12	10.0.0.1	22
29040.956856000	10.0.0.12	10.0.0.1	80
29068.314655000	10.0.0.1	10.0.0.5	5432
29116.539207000	10.0.0.12	10.0.0.1	22
29126.897886000	10.0.0.1	10.0.0.5	5432
29155.920912000	10.0.0.1	10.0.0.5	5432
29191.686495000	10.0.0.12	10.0.0.1	80
29499.778418000	10.0.0.1	10.0.0.5	5432
29533.693286000	10.0.0.12	10.0.0.1	80
29632.097255000	10.0.0.1	10.0.0.5	5432
29638.750847000	10.0.0.12	10.0.0.1	80
29652.552544000	10.0.0.1	10.0.0.5	5432
29804.660498000	10.0.0.12	10.0.0.1	22
30258.373917000	10.0.0.12	10.0.0.1	80
30268.408436000	10.0.0.1	10.0.0.5	5432
30476.420042000	10.0.0.1	10.0.0.5	5432
30503.086992000	10.0.0.12	10.0.0.1	22
30689.728195000	10.0.0.12	10.0.0.1	80
30729.130698000	10.0.0.1	10.0.0.5	5432
30731.604180000	10.0.0.1	10.0.0.5	5432
30780.878359000	10.0.0.12	10.0.0.1	80
30802.640597000	10.0.0.12	10.0.0.1	80
30880.874916000	10.0.0.1	10.0.0.5	5432
30882.232610000	10.0.0.1	10.0.0.5	5432
30998.928304000	10.0.0.12	10.0.0.1	80
31037.082997000	10.0.0.12	10.0.0.1	22
31165.229360000	10.0.0.1	10.0.0.5	5432
31233.789265000	10.0.0.1	10.0.0.5	5432
31397.519470000	10.0.0.12	10.0.0.1	80
31452.384568000	10.0.0.12	10.0.0.1	22
31539.243805000	10.0.0.12	10.0.0.1	80
31549.207367000	10.0.0.12	10.0.0.1	22
31649.321594000	10.0.0.12	10.0.0.1	80
31681.672763000	10.0.0.12	10.0.0.1	22
31714.013454000	10.0.0.1	10.0.0.5	5432
31724.519523000	10.0.0.1	10.0.0.5	5432
31787.349283000	10.0.0.12	10.0.0.1	22
31834.270539000	10.0.0.1	10.0.0.5	5432
31903.034828000	10.0.0.1	10.0.0.5	5432
31927.648792000	10.0.0.1	10.0.0.5	5432
31955.341896000	10.0.0.12	10.0.0.1	22
32076.022171000	10.0.0.12	10.0.0.1	22
32093.817157000	10.0.0.12	10.0.0.1	22
32203.016328000	10.0.0.12	10.0.0.1	80
32475.694494000	10.0.0.12	10.0.0.1	80
32560.511221000	10.0.0.12	10.0.0.1	22
32562.732088000	10.0.0.12	10.0.0.1	80
32566.005063000	10.0.0.1	10.0.0.5	5432
32801.323154000	10.0.0.12	10.0.0.1	80
32809.751046000	10.0.0.12	10.0.0.1	80
32840.776357000	10.0.0.12	10.0.0.1	80
32870.953114000	10.0.0.12	10.0.0.1	22
32950.294716000	10.0.0.1	10.0.0.5	5432
32953.312199000	10.0.0.1	10.0.0.5	5432
32962.655469000	10.0.0.12	10.0.0.1	80
33012.530768000	10.0.0.12	10.0.0.1	80
33027.676291000	10.0.0.1	10.0.0.5	5432
33083.794754000	10.0.0.1	10.0.0.5	5432
33092.854400000	10.0.0.12	10.0.0.1	80
33112.992314000	10.0.0.12	10.0.0.1	80
33113.381705000	10.0.0.12	10.0.0.1	22
33198.746098000	10.0.0.12	10.0.0.1	80
33246.409019000	10.0.0.1	10.0.0.5	5432
33351.158190000	10.0.0.12	10.0.0.1	22
33455.973741000	10.0.0.12	10.0.0.1	22
33525.614517000	10.0.0.1	10.0.0.5	5432
33535.002120000	10.0.0.1	10.0.0.5	5432
33573.215482000	10.0.0.12	10.0.0.1	22
33599.368735000	10.0.0.1	10.0.0.5	5432
33630.671923000	10.0.0.1	10.0.0.5	5432
33702.751578000	10.0.0.1	10.0.0.5	5432
33804.655630000	10.0.0.12	10.0.0.1	22
33818.668011000	10.0.0.12	10.0.0.1	80
33834.355192000	10.0.0.12	10.0.0.1	80
33895.448829000	10.0.0.12	10.0.0.1	80
34187.998480000	10.0.0.12	10.0.0.1	22
34318.647944000	10.0.0.12	10.0.0.1	80
34364.425503000	10.0.0.1	10.0.0.5	5432
34396.547742000	10.0.0.1	10.0.0.5	5432
34459.070627000	10.0.0.1	10.0.0.5	5432
34508.290326000	10.0.0.12	10.0.0.1	80
34545.953401000	10.0.0.1	10.0.0.5	5432
34569.431856000	10.0.0.12	10.0.0.1	22
34582.991997000	10.0.0.12	10.0.0.1	22
34591.296934000	10.0.0.12	10.0.0.1	22
